Order Date,Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4/14/2016,Standard Class,Consumer,Los Angeles,California,West,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38
10/19/2017,Standard Class,Corporate,Lawrence,Massachusetts,East,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0.0,14.7056
8/21/2017,Second Class,Consumer,Jackson,Mississippi,South,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264
11/23/2017,Second Class,Corporate,Canton,Michigan,Central,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076
1/20/2017,Second Class,Corporate,New York City,New York,East,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
9/5/2016,Second Class,Consumer,Detroit,Michigan,Central,Furnishings,Aluminum Document Frame,12.22,1,0.0,3.666
9/5/2016,Second Class,Consumer,Detroit,Michigan,Central,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0.0,29.1528
3/20/2017,Second Class,Consumer,Columbus,Indiana,Central,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0.0,1.3677
10/20/2017,Standard Class,Corporate,Akron,Ohio,East,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
2/12/2014,Standard Class,Consumer,Concord,California,West,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
9/26/2016,Standard Class,Consumer,Decatur,Illinois,Central,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146
4/22/2016,Standard Class,Home Office,Phoenix,Arizona,West,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068
4/22/2016,Standard Class,Home Office,Phoenix,Arizona,West,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832
1/17/2015,Standard Class,Home Office,Park Ridge,Illinois,Central,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
3/31/2017,Standard Class,Corporate,Amarillo,Texas,Central,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352
11/9/2014,Second Class,Consumer,San Francisco,California,West,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
10/27/2016,Standard Class,Consumer,Troy,New York,East,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0.0,19.296
6/10/2017,First Class,Home Office,Los Angeles,California,West,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,0.15,-30.245
3/18/2016,Second Class,Consumer,Memphis,Tennessee,South,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941
7/25/2016,Standard Class,Consumer,Costa Mesa,California,West,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0.0,81.8432
7/25/2016,Standard Class,Consumer,Costa Mesa,California,West,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
7/25/2016,Standard Class,Consumer,Costa Mesa,California,West,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0.0,22.869
5/30/2016,Standard Class,Corporate,Parker,Colorado,West,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
11/26/2017,First Class,Consumer,Gladstone,Missouri,Central,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0.0,40.416
1/23/2017,First Class,Corporate,Detroit,Michigan,Central,Tables,Balt Solid Wood Rectangular Table,210.98,2,0.0,21.098
10/21/2017,Standard Class,Home Office,Lakeland,Florida,South,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747
10/21/2017,Standard Class,Home Office,Lakeland,Florida,South,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
11/7/2015,Second Class,Corporate,Los Angeles,California,West,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92
9/7/2017,Standard Class,Consumer,Los Angeles,California,West,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0.0,2.397
12/7/2015,Standard Class,Consumer,Henderson,Kentucky,South,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0.0,70.98
5/11/2014,Standard Class,Consumer,Fort Worth,Texas,Central,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928
4/15/2016,Second Class,Consumer,San Francisco,California,West,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0.0
9/11/2017,First Class,Consumer,Jacksonville,Florida,South,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382
6/10/2016,Standard Class,Consumer,Los Angeles,California,West,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048
11/20/2017,Second Class,Consumer,San Francisco,California,West,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614
9/14/2014,Second Class,Consumer,Tampa,Florida,South,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743
10/1/2017,Standard Class,Corporate,Seattle,Washington,West,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0.0
7/20/2017,Standard Class,Consumer,Chicago,Illinois,Central,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148
7/3/2015,Standard Class,Consumer,Richmond,Kentucky,South,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.0,4.9686
8/8/2014,Standard Class,Consumer,San Diego,California,West,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,91.7728
3/15/2014,Standard Class,Consumer,Tampa,Florida,South,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
8/18/2017,Second Class,Corporate,New York City,New York,East,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872
8/18/2017,Second Class,Corporate,New York City,New York,East,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814
8/18/2017,Second Class,Corporate,New York City,New York,East,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.2862
11/29/2015,Standard Class,Corporate,Dearborn,Michigan,Central,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0.0,87.5684
9/15/2017,Standard Class,Home Office,New York City,New York,East,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0.0,12.0904
10/4/2015,Second Class,Corporate,Warner Robins,Georgia,South,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0.0,43.2234
5/20/2016,Standard Class,Home Office,Vallejo,California,West,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0.0,272.792
12/18/2016,Standard Class,Corporate,Minneapolis,Minnesota,Central,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0288
12/11/2016,Second Class,Corporate,Vancouver,Washington,West,Furnishings,3M Hangers With Command Adhesive,14.8,4,0.0,6.068
9/19/2016,Same Day,Home Office,Aurora,Illinois,Central,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
8/24/2015,Standard Class,Consumer,Arlington,Texas,Central,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295
12/24/2014,First Class,Consumer,Cleveland,Ohio,East,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
6/9/2017,Standard Class,Home Office,Chicago,Illinois,Central,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
6/9/2017,Standard Class,Home Office,Chicago,Illinois,Central,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905
3/18/2017,Standard Class,Consumer,Tyler,Texas,Central,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262
12/25/2017,Standard Class,Consumer,New York City,New York,East,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996
6/21/2014,Second Class,Consumer,Waynesboro,Virginia,South,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0.0,14.5614
9/2/2017,Standard Class,Corporate,Cleveland,Ohio,East,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448
11/4/2016,Second Class,Corporate,Seattle,Washington,West,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,0.0,35.6796
4/9/2015,Standard Class,Consumer,Long Beach,California,West,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717
12/2/2014,First Class,Consumer,New York City,New York,East,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49
1/11/2014,First Class,Consumer,Dover,Delaware,East,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814
9/24/2017,Standard Class,Consumer,Newark,Ohio,East,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,3,0.2,24.4758
6/2/2014,Standard Class,Home Office,Orem,Utah,West,Furnishings,Aluminum Document Frame,73.32,6,0.0,21.996
12/15/2016,Standard Class,Corporate,Detroit,Michigan,Central,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0.0,231.4116
10/7/2014,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,0.2,21.112
12/3/2016,First Class,Consumer,Oceanside,New York,East,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,0.4,-153.3456
12/3/2016,First Class,Consumer,Oceanside,New York,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998
1/21/2017,Standard Class,Home Office,Seattle,Washington,West,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0.0,18.6956
5/27/2014,Same Day,Corporate,San Diego,California,West,Tables,KI Conference Tables,567.12,10,0.2,-28.356
10/2/2017,Standard Class,Consumer,Trenton,Michigan,Central,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0.0,56.7864
12/7/2015,Standard Class,Consumer,Los Angeles,California,West,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0.0,28.7712
9/18/2016,Standard Class,Corporate,Jacksonville,Florida,South,Tables,Chromcraft Round Conference Tables,383.438,4,0.45,-167.3184
5/14/2014,Standard Class,Corporate,Saint Petersburg,Florida,South,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
5/19/2016,Standard Class,Consumer,Arlington,Virginia,South,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0.0,179.7488
1/30/2017,Standard Class,Corporate,Des Moines,Iowa,Central,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,7,0.0,14.5236
8/21/2015,First Class,Home Office,San Francisco,California,West,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
10/3/2015,Second Class,Consumer,Columbus,Ohio,East,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,1,0.5,-15.6156
12/12/2015,Standard Class,Consumer,Lancaster,California,West,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928,2,0.2,34.8928
6/26/2015,Standard Class,Consumer,Richmond,Virginia,South,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0.0,79.9056
11/27/2015,Standard Class,Consumer,Lake Elsinore,California,West,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745
2/20/2017,First Class,Corporate,San Diego,California,West,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1,0.0,7.3359
4/22/2017,First Class,Consumer,San Francisco,California,West,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0.0,6.2152
2/3/2015,First Class,Consumer,Omaha,Nebraska,Central,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076
10/13/2014,First Class,Consumer,Edmonds,Washington,West,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0.0,311.652
5/14/2017,Same Day,Consumer,Santa Ana,California,West,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0.0,6.2152
6/28/2014,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,Global Leather Executive Chair,1228.465,5,0.3,0.0
6/16/2017,Second Class,Consumer,Florence,Kentucky,South,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0.0,90.588
11/20/2015,Standard Class,Corporate,New York City,New York,East,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024
10/13/2015,Standard Class,Consumer,Louisville,Kentucky,South,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0.0,77.7438
1/1/2017,Standard Class,Consumer,Lorain,Ohio,East,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568
2/19/2016,Standard Class,Consumer,New York City,New York,East,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718
1/10/2014,Standard Class,Corporate,Springfield,Virginia,South,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.2954
1/17/2016,Standard Class,Home Office,Concord,New Hampshire,East,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0.0,64.518
11/30/2017,Second Class,Home Office,New York City,New York,East,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39
10/22/2016,First Class,Home Office,Detroit,Michigan,Central,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0.0,10.048
4/29/2014,Standard Class,Consumer,Rochester,New York,East,Furnishings,Dax Clear Box Frame,17.46,2,0.0,5.9364
12/30/2017,Standard Class,Consumer,New York City,New York,East,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176
5/31/2015,Standard Class,Home Office,Norwich,Connecticut,East,Furnishings,3M Hangers With Command Adhesive,22.2,6,0.0,9.102
11/27/2017,First Class,Corporate,Milwaukee,Wisconsin,Central,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0.0,19.2454
